PERMNO,date,TICKER
89301,20201201,GME
89301,20201202,GME
89301,20201203,GME
89301,20201204,GME
89301,20201207,GME
89301,20201208,GME
89301,20201209,GME
89301,20201210,GME
89301,20201211,GME
89301,20201214,GME
89301,20201215,GME
89301,20201216,GME
89301,20201217,GME
89301,20201218,GME
89301,20201221,GME
89301,20201222,GME
89301,20201223,GME
89301,20201224,GME
89301,20201228,GME
89301,20201229,GME
89301,20201230,GME
89301,20201231,GME
89393,20201201,NFLX
89393,20201202,NFLX
89393,20201203,NFLX
89393,20201204,NFLX
89393,20201207,NFLX
89393,20201208,NFLX
89393,20201209,NFLX
89393,20201210,NFLX
89393,20201211,NFLX
89393,20201214,NFLX
89393,20201215,NFLX
89393,20201216,NFLX
89393,20201217,NFLX
89393,20201218,NFLX
89393,20201221,NFLX
89393,20201222,NFLX
89393,20201223,NFLX
89393,20201224,NFLX
89393,20201228,NFLX
89393,20201229,NFLX
89393,20201230,NFLX
89393,20201231,NFLX
90805,20201201,DISCA
90805,20201202,DISCA
90805,20201203,DISCA
90805,20201204,DISCA
90805,20201207,DISCA
90805,20201208,DISCA
90805,20201209,DISCA
90805,20201210,DISCA
90805,20201211,DISCA
90805,20201214,DISCA
90805,20201215,DISCA
90805,20201216,DISCA
90805,20201217,DISCA
90805,20201218,DISCA
90805,20201221,DISCA
90805,20201222,DISCA
90805,20201223,DISCA
90805,20201224,DISCA
90805,20201228,DISCA
90805,20201229,DISCA
90805,20201230,DISCA
90805,20201231,DISCA
90857,20201201,BIDU
90857,20201202,BIDU
90857,20201203,BIDU
90857,20201204,BIDU
90857,20201207,BIDU
90857,20201208,BIDU
90857,20201209,BIDU
90857,20201210,BIDU
90857,20201211,BIDU
90857,20201214,BIDU
90857,20201215,BIDU
90857,20201216,BIDU
90857,20201217,BIDU
90857,20201218,BIDU
90857,20201221,BIDU
90857,20201222,BIDU
90857,20201223,BIDU
90857,20201224,BIDU
90857,20201228,BIDU
90857,20201229,BIDU
90857,20201230,BIDU
90857,20201231,BIDU
92213,20201201,RIOT
92213,20201202,RIOT
92213,20201203,RIOT
92213,20201204,RIOT
92213,20201207,RIOT
92213,20201208,RIOT
92213,20201209,RIOT
92213,20201210,RIOT
92213,20201211,RIOT
92213,20201214,RIOT
92213,20201215,RIOT
92213,20201216,RIOT
92213,20201217,RIOT
92213,20201218,RIOT
92213,20201221,RIOT
92213,20201222,RIOT
92213,20201223,RIOT
92213,20201224,RIOT
92213,20201228,RIOT
92213,20201229,RIOT
92213,20201230,RIOT
92213,20201231,RIOT
93436,20201201,TSLA
93436,20201202,TSLA
93436,20201203,TSLA
93436,20201204,TSLA
93436,20201207,TSLA
93436,20201208,TSLA
93436,20201209,TSLA
93436,20201210,TSLA
93436,20201211,TSLA
93436,20201214,TSLA
93436,20201215,TSLA
93436,20201216,TSLA
93436,20201217,TSLA
93436,20201218,TSLA
93436,20201221,TSLA
93436,20201222,TSLA
93436,20201223,TSLA
93436,20201224,TSLA
93436,20201228,TSLA
93436,20201229,TSLA
93436,20201230,TSLA
93436,20201231,TSLA
